Environment,Physical Server,Servername,Logical Environment,Logical Environment Abbiv.,Purpose,IP Address / Ports for Database,DNS Name,Virtual IP Address,,KHBE Environment Instance Name,"Data 
Contained",Internet Connectivity
Development,DEV-WEB,HFSNE121-037001,QA Sandbox,EXPL,SSP,172.26.24.204,expl.kyenroll.chfsinet.ky.gov,,,,,No
Development,DEV-WEB,HFSNE121-037001,Development 1,DEV1,SSP,172.26.24.198,dev1.kyenroll.chfsinet.ky.gov,,,,,No
Development,DEV-WEB,HFSNE121-037001,Development 2,DEV2,SSP,172.26.24.199,dev2.kyenroll.chfsinet.ky.gov,,,,,No
Development,DEV-WEB,HFSNE121-037001,Development 3,DEV3,SSP,172.26.24.200,dev3.kyenroll.chfsinet.ky.gov,,,,,No
Development,DEV-WEB,HFSNE121-037001,Development 4,DEV4,SSP,172.26.24.196,dev4.kyenroll.chfsinet.ky.gov,,,,,No
Development,DEV-WEB,HFSNE121-037001,Development,DEV1,SSP,172.26.24.231,dev1.issuerportal.kynect.chfsinet.ky.gov ,,,,,No
Development,DEV-WEB,HFSNE121-037001,Development,DEV2,SSP,172.26.24.37,dev2.issuerportal.kynect.chfsinet.ky.gov ,,,,,No
Development,DEV-WEB,HFSNE121-037001,Mobile Web,webapi,Mobile Web,172.26.24.117,dev.webapi.kynect.ky.gov,,,,,No
Development,DEV-WEB,HFSNE121-037001,Development 1,DEV1,WCM,172.26.24.216,dev1.kywaiver.chfsinet.ky.gov,,,,,No
Development,DEV-WEB,HFSNE121-037001,Development 2,DEV2,WCM,172.26.24.220,dev2.kywaiver.chfsinet.ky.gov,,,,,No
Development,DEV-WEB,HFSNE121-037001,Development 3,DEV3,WCM,172.26.24.221,dev3.kywaiver.chfsinet.ky.gov,,,,,No
Development,DEV-WEB,HFSNE121-037001,Development 4,DEV4,WCM,172.26.24.252,dev4.kywaiver.chfsinet.ky.gov,,,,,No
Development,DEV-WEB,HFSNE121-037001,Development,DEV,DBS,172.26.24.38,dev.dbservices.chfsinet.ky.gov,,,,,No
Development,DEV-WEB,HFSNE121-037001,Development 1,DEV1,PMB,172.26.24.41,dev1.kyshop.chfsinet.ky.gov,,,,,No
Development,DEV-WEB,HFSNE121-037001,Development 1,DEV1,PMB,172.26.24.42,dev1.kyshopping.chfsinet.ky.gov,,,,,No
Development,DEV-WEB,HFSNE121-037001,Development 1,DEV1,PMB,172.26.24.137,dev1.kyplans.chfsinet.ky.gov,,,,,No
Development,DEV-WEB,HFSNE121-037001,Development 2,DEV2,PMB,172.26.24.194,dev2.kyshop.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 2,DEV2,PMB,172.26.24.86,dev2.kyshopping.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 2,DEV2,PMB,172.26.24.87,dev2.kyplans.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 5,DEV5,SSP,172.26.36.14,dev5.kyenroll.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 5,DEV5,PMB,172.26.36.15,dev5.kyshop.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 5,DEV5,PMB,172.26.36.16,dev5.kyshopping.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 5,DEV5,PMB,172.26.36.17,dev5.kyplans.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 5,DEV5,ISSUER PORTAL,172.26.36.18,dev5.kyissuer.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 5,DEV5,WCM,172.26.36.30,dev5.kywaiver.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 3,DEV3,PMB,172.26.36.31,dev3.kyshop.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 4,DEV4,PMB,172.26.36.32,dev4.kyshop.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 3,DEV3,PMB,172.26.36.33,dev3.kyplans.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 4,DEV4,PMB,172.26.36.34,dev4.kyplans.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 3,DEV3,PMB,172.26.36.35,dev3.kyshopping.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 4,DEV4,PMB,172.26.36.36,dev4.kyshopping.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 2,DEV2,Mobile Web,172.26.36.37,dev2.webapi.kynect.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development,DEV,Mobile Web,172.26.36.38,dev.webapi.kyshop.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 2,DEV2,Mobile Web,172.26.36.39,dev2.webapi.kyshop.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development,DEV,Mobile Web,172.26.36.40,dev.webapi.kyshopping.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 2,DEV2,Mobile Web,172.26.36.41,dev2.webapi.kyshopping.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 1,DEV1,AGENT,172.26.36.42,dev1.kyagent.chfsinet.ky.gov ,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 2,DEV2,AGENT,172.26.36.43,dev2.kyagent.chfsinet.ky.gov ,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 3,DEV3,AGENT,172.26.36.44,dev3.kyagent.chfsinet.ky.gov ,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 4,DEV4,AGENT,172.26.36.45,dev4.kyagent.chfsinet.ky.gov ,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 5,DEV5,AGENT,172.26.36.46,dev5.kyagent.chfsinet.ky.gov ,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 1,DEV1,FORM1095,172.26.36.49,dev1.form1095.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 2,DEV2,FORM1095,172.26.36.50,dev2.form1095.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 3,DEV3,FORM1095,172.26.36.51,dev3.form1095.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 4,DEV4,FORM1095,172.26.36.52,dev4.form1095.chfsinet.ky.gov,,,,,
Development,DEV-WEB,HFSNE121-037001,Development 5,DEV5,FORM1095,172.26.36.53,dev5.form1095.chfsinet.ky.gov,,,,,
Development,DEV-APP,HFSNE121-037002,QA Sandbox,EXPL,WP,172.26.24.205,expl.kyserve.chfsinet.ky.gov,,,,,No
Development,DEV-APP,HFSNE121-037002,Development 1,DEV1,WP,172.26.24.201,dev1.kyserve.chfsinet.ky.gov,,,,,No
Development,DEV-APP,HFSNE121-037002,Development 2,DEV2,WP,172.26.24.202,dev2.kyserve.chfsinet.ky.gov,,,,,No
Development,DEV-APP,HFSNE121-037002,Development 3,DEV3,WP,172.26.24.203,dev3.kyserve.chfsinet.ky.gov,,,,,No
Development,DEV-APP,HFSNE121-037002,Development 4,DEV4,WP,172.26.24.253,dev4.kyserve.chfsinet.ky.gov,,,,,No
Development,DEV-APP,HFSNE121-037002,Development 1,DEV1,PMB,172.26.24.141,dev1.kyshopwp.chfsinet.ky.gov,,,,,No
Development,DEV-APP,HFSNE121-037002,Development 2,DEV2,PMB,172.26.24.23,dev2.kyshopwp.chfsinet.ky.gov,,,,,
Development,DEV-APP,HFSNE121-037002,Development 5,DEV5,WP,172.26.36.19,dev5.kyserve.chfsinet.ky.gov,,,,,
Development,DEV-BIZTALK-1,HFSSD121-03704,Development,DEV1,BizTalk,,,,,,,No
Development,DEV-BIZTALK-2,HFSSD121-03705,Development,DEV1,BizTalk,,,,,,,No
Development,DEV-BIZTALK-3,HFSSD121-03706,Development,DEV1,BizTalk,,,,,,,No
Development,DEV-BIZTALK-4,HFSSD121-03707,Development,DEV1,BizTalk,,,,,,,No
Development,DEV-FORMS-1,HFSNE121-037003,QA Sandbox,EXPL,HP Exstream,172.26.24.206,expl.kyforms.chfsinet.ky.gov,,,,,No
Development,DEV-FORMS-1,HFSNE121-037003,Development 1,DEV1,HP Exstream,172.26.24.207,dev1.kyforms.chfsinet.ky.gov,,,,,No
Development,DEV-FORMS-1,HFSNE121-037003,Development 2,DEV2,HP Exstream,172.26.24.208,dev2.kyforms.chfsinet.ky.gov,,,,,No
Development,DEV-FORMS-1,HFSNE121-037003,Development 3,DEV3,HP Exstream,172.26.24.209,dev3.kyforms.chfsinet.ky.gov,,,,,No
Development,DEV-FORMS-1,HFSNE121-037003,Development 4,DEV4,HP Exstream,172.26.24.197,dev4.kyforms.chfsinet.ky.gov,,,,,No
Development,DEV-FORMS-1,HFSNE121-037003,Development 5,DEV5,HP Exstream,172.26.36.20,dev5.kyforms.chfsinet.ky.gov,,,,,
Development,DEV-FORMS-2,HFSNE121-037213,,,,,,,,,,No
Development,DEV-REPORTING-BO-1,HFSWP121-03706,,,,,,,,,,No
Development,DEV-REPORTING-WI-2,TBD,,,,,,,,,,No
Development,DEV-WEB-REPORTING,HFSIL121-03710,,,,,,,,,,No
Development,DEV-UTILITY,HFSNE121-037006,QA Sandbox,EXPL,Corticon,172.26.24.210,expl.kyrules.chfsinet.ky.gov,,,,,No
Development,DEV-UTILITY,HFSNE121-037006,Development 1,DEV1,Corticon,172.26.24.211,dev1.kyrules.chfsinet.ky.gov,,,,,No
Development,DEV-UTILITY,HFSNE121-037006,Development 2,DEV2,Corticon,172.26.24.212,dev2.kyrules.chfsinet.ky.gov,,,,,No
Development,DEV-UTILITY,HFSNE121-037006,Development 3,DEV3,Corticon,172.26.24.213,dev3.kyrules.chfsinet.ky.gov,,,,,No
Development,DEV-UTILITY,HFSNE121-037006,Development 4,DEV4,Corticon,172.26.24.34,dev4.kyrules.chfsinet.ky.gov,,,,,No
Development,DEV-UTILITY,HFSNE121-037006,QA Sandbox,EXPL,Corticon,172.26.24.242,expl.kyservices.chfsinet.ky.gov,,,,,No
Development,DEV-UTILITY,HFSNE121-037006,Development 1,DEV1,Corticon,172.26.24.243,dev1.kyservices.chfsinet.ky.gov,,,,,No
Development,DEV-UTILITY,HFSNE121-037006,Development 2,DEV2,Corticon,172.26.24.244,dev2.kyservices.chfsinet.ky.gov,,,,,No
Development,DEV-UTILITY,HFSNE121-037006,Development 3,DEV3,Corticon,172.26.24.245,dev3.kyservices.chfsinet.ky.gov,,,,,No
Development,DEV-UTILITY,HFSNE121-037006,Development 5,DEV5,Corticon,172.26.36.21,dev5.kyrules.chfsinet.ky.gov,,,,,
Development,DEV-DB-1,HFSNE121-037007,QA Sandbox (Instance),EXPL,Database,,HFSNE121-037007\EXPL,,,EXPL,,No
Development,DEV-DB-1,HFSNE121-037007,Development 1 (Instance),DEV1,Database,1961,HFSNE121-037007\DEV1,,,DEV1,,No
Development,DEV-DB-1,HFSNE121-037007,Development 2 (Instance),DEV2,Database,1962,HFSNE121-037007\DEV2,,,DEV2,,No
Development,DEV-DB-1,HFSNE121-037007,Development 3 (Instance),DEV3,Database,,HFSNE121-037007\DEV3,,,DEV3,,No
Development,DEV-CONV-DB,HFSNE121-037008,Conversion 1,CON1,Conversion Environment,,HFSNE121-037008\CON1,,,CON1,,No
Development,DEV-CONV-DB,HFSNE121-037008,Conversion 2,CON2,Conversion Environment,,HFSNE121-037008\CON2,,,CON2,,No
Development,DEV-REPORTING-DB,HFSMO121-03750,,,,,,,,,,No
Development,DEV-SCOM,HFSKS121-03720,,,,,,,,,,No
Development,DEV-LOAD-1,HFSWP121-03710,,,,,,,,,,No
Development,DEV-LOAD-2,HFSWP121-03711,,,,,,,,,,No
Development,DEV-OPTIM,HFSNE121-037010,,,,,,,,,,No
Development,DEV-INITIATE MDM,HFSNE121-037011,,,,,,,,,,No
Development,IBM -INITIATE MDM-DB,HFSNE121-037012,,,,,,,,,,No
Development,TFS BUILD SERVER,HFSNE121-037013,,,,,,,,UNKNOWN,,No
Development,TFS BUILD SERVER,HFSNE121-037014,,,,,,,,,,No
Development,DEV-SAS,HFSNE121-037005,,,,,,,,,,No
Development,DEV-INITIATE,HFSNE121-037015,,,,,,,,,,No
Development,DEV-INITIATE-WRAPPER,HFSNE121-037204,,,,172.26.24.99,dev.kymci.chfsinet.ky.gov,,,,,No
Development,DEV-INITIATE-WRAPPER,HFSNE121-037204,,,,172.26.24.100,dev.kyprovmci.chfsinet.ky.gov,,,,,
Development,DEV-INITIATE-DB,HFSNE121-037016,,,,,,,,MSSQLSERVER,,No
Development,TFS Load Test Controller,HFSNE121-037017,,,,,,,,,,No
Development,TFS Load Test Agent,HFSNE121-037184,,,,,,,,,,No
Development,TFS Load Test Agent,HFSNE121-037183,,,,,,,,,,No
Development,TFS Load Test Agent,HFSNE121-037018,,,,,,,,,,No
Development,TFS Load Test Agent,HFSNE121-037019,,,,,,,,,,No
Development,DEV-WF-1,HFSNE121-037207,,,,172.26.24.118,dev.workflow.chfsinet.ky.gov,,,,,No
Development,DEV-WF-2,HFSNE121-037289,,,,172.26.36.24,dev2.workflow.chfsinet.ky.gov,,,,,No
Development,DEV-WF-DB-1,HFSNE121-037224,,,,,,,,UNKNOWN,,No
Development,DEV-PMB-DB-1,HFSNE121-037232,,,,,,,,,,No
Development,DEV-K2-3,HFSNE121-037035,,,,172.26.36.29,dev3.workflow.chfsinet.ky.gov,,,,,
Development,DEV-AF-HOST-1,HFSNE121-037233,,,,,,,,,,No
Development,DEV-WF-3,HFSNE121-037333,,,,172.26.36.47 ,dev4.workflow.chfsinet.ky.gov,,,,,
Development,DEV-WF-4,HFSNE121-037356,WorkFlow,WF,,172.26.36.48,dev5.workflow.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-1,HFSNE121-037020,Integration Staging 1,STI1,SSP,172.26.25.177,sti1.kyenroll.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-1,HFSNE121-037020,Integration 1,INT1,SSP,172.26.25.178,int1.kyenroll.chfsinet.ky.gov,,,Int1,,No
Testing,TEST-WEB-1,HFSNE121-037020,System Staging 1,STS1,SSP,172.26.25.179,sts1.kyenroll.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-1,HFSNE121-037020,System 1,SYS1,SSP,172.26.25.180,sys1.kyenroll.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-1,HFSNE121-037020,WCM ,SYS1,WCM,172.26.25.28,sys1.kywaiver.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-1,HFSNE121-037020,System 1,SYS1,ISSUER PORTAL,172.26.25.205,sys1.issuerportal.kynect.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-1,HFSNE121-037020,System 2,SYS2,ISSUER PORTAL,172.26.25.198,sys2.issuerportal.kynect.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-1,HFSNE121-037020,System 1,SYS1,PMB,172.26.25.218,sys1.kyshop.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-1,HFSNE121-037020,System 1,SYS1,PMB,172.26.25.224,sys1.kyshopping.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-1,HFSNE121-037020,System 1,SYS1,PMB,172.26.25.181,sys1.kyplans.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-1,HFSNE121-037020,System 1,SYS1,WCM,172.26.37.19,sts1.kywaiver.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-1,HFSNE121-037020,System 1,SYS1,PMB,172.26.37.20,sts1.kyshop.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-1,HFSNE121-037020,System 1,SYS1,PMB,172.26.37.21,sts1.kyshopping.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-1,HFSNE121-037020,System 1,SYS1,PMB,172.26.37.22,sts1.kyplans.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-1,HFSNE121-037020,System,SYS,PMB,172.26.37.23,sys.webapi.kyshop.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-1,HFSNE121-037020,System,SYS,PMB,172.26.37.24,sys.webapi.kyshopping.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-1,HFSNE121-037020,System,SYS,SYS,172.26.37.32,sys.webapi.kynect.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-1,HFSNE121-037020,System 1,SYS1,KYAGENT,172.26.37.33,sys1.kyagent.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-1,HFSNE121-037020,System Staging 1,STS1,KYAGENT,172.26.37.34,sts1.kyagent.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-1,HFSNE121-037020,System Staging 1,STS1,KYISSUER,172.26.25.50,sts1.kyissuer.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-1,HFSNE121-037020,System 1,SYS1,FORM1095,172.26.37.40,sys1.form1095.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-1,HFSNE121-037020,System 1,STS1,FORM1095,172.26.37.41,sts1.form1095.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-1,HFSNE121-037020,Integration 1,INT1,PMB,172.26.37.53,int1.kyshop.chfsinet.ky.gov,,,Int1,,
Testing,TEST-WEB-1,HFSNE121-037020,Integration 1,INT1,WCM,172.26.37.54,int1.kywaiver.chfsinet.ky.gov,,,Int1,,
Testing,TEST-WEB-1,HFSNE121-037020,Integration 1,INT1,PMB,172.26.37.55,int1.kyshopping.chfsinet.ky.gov,,,Int1,,
Testing,TEST-WEB-1,HFSNE121-037020,Integration 1,INT1,PMB,172.26.37.56,int1.kyplans.chfsinet.ky.gov,,,Int1,,
Testing,TEST-WEB-1,HFSNE121-037020,Integration 1,INT1,KYAGENT,172.26.37.57,int1.kyagent.chfsinet.ky.gov,,,Int1,,
Testing,TEST-WEB-1,HFSNE121-037020,Integration 1,INT1,KYISSUER,172.26.37.58,int1.kyissuer.chfsinet.ky.gov,,,Int1,,
Testing,TEST-WEB-1,HFSNE121-037020,Integration 1,INT1,FORM1095,172.26.37.59,int1.form1095.chfsinet.ky.gov,,,Int1,,
Testing,TEST-WEB-2,HFSNE121-037021,Integration Staging 2,STI2,SSP,172.26.25.207,sti2.kyenroll.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-2,HFSNE121-037021,Integration 2,INT2,SSP,172.26.25.208,int2.kyenroll.chfsinet.ky.gov,,,Int2,,No
Testing,TEST-WEB-2,HFSNE121-037021,System Staging 2,STS2,SSP,172.26.25.211,sts2.kyenroll.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-2,HFSNE121-037021,System 2,SYS2,SSP,172.26.25.212,sys2.kyenroll.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-2,HFSNE121-037021,WCM ,SYS2,WCM,172.26.25.29,sys2.kywaiver.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-2,HFSNE121-037021,System 2,SYS2,PMB,172.26.25.230,sys2.kyshop.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-2,HFSNE121-037021,System 2,SYS2,PMB,172.26.25.201,sys2.kyshopping.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-2,HFSNE121-037021,System 2,SYS2,PMB,172.26.25.51,sys2.kyplans.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-2,HFSNE121-037021,System 2,SYS2,WCM,172.26.37.25,sts2.kywaiver.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-2,HFSNE121-037021,System 2,SYS2,PMB,172.26.37.26,sts2.kyshop.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-2,HFSNE121-037021,System 2,SYS2,PMB,172.26.37.27,sts2.kyshopping.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-2,HFSNE121-037021,System 2,SYS2,PMB,172.26.37.28,sts2.kyplans.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-2,HFSNE121-037021,System 2,SYS2,WCM,172.26.37.29,sys2.webapi.kynect.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-2,HFSNE121-037021,System 2,SYS2,WCM,172.26.37.30,sys2.webapi.kyshop.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-2,HFSNE121-037021,System 2,SYS2,WCM,172.26.37.31,sys2.webapi.kyshopping.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-2,HFSNE121-037021,System 2,SYS2,KYAGENT,172.26.37.35,sys2.kyagent.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-2,HFSNE121-037021,System Staging 2,STS2,KYAGENT,172.26.37.36,sts2.kyagent.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-2,HFSNE121-037021,System Staging 2,STS2,KYISSUER,172.26.37.38,sts2.kyissuer.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-2,HFSNE121-037021,,SYS2,FORM1095,172.26.37.42,sys2.form1095.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-2,HFSNE121-037021,,STS2,FORM1095,172.26.37.43,sts2.form1095.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-2,HFSNE121-037021,Integration 2,INT2,PMB,172.26.37.60,int2.kyshop.chfsinet.ky.gov,,,Int2,,
Testing,TEST-WEB-2,HFSNE121-037021,Integration 2,INT2,WCM,172.26.37.61,int2.kywaiver.chfsinet.ky.gov,,,Int2,,
Testing,TEST-WEB-2,HFSNE121-037021,Integration 2,INT2,PMB,172.26.37.62,int2.kyshopping.chfsinet.ky.gov,,,Int2,,
Testing,TEST-WEB-2,HFSNE121-037021,Integration 2,INT2,PMB,172.26.37.63,int2.kyplans.chfsinet.ky.gov,,,Int2,,
Testing,TEST-WEB-2,HFSNE121-037021,Integration 2,INT2,KYAGENT,172.26.37.64,int2.kyagent.chfsinet.ky.gov,,,Int2,,
Testing,TEST-WEB-2,HFSNE121-037021,Integration 2,INT2,KYISSUER,172.26.37.65,int2.kyissuer.chfsinet.ky.gov,,,Int2,,
Testing,TEST-WEB-2,HFSNE121-037021,Integration 2,INT2,FORM1095,172.26.37.66,int2.form2095.chfsinet.ky.gov,,,Int2,,
Testing,TEST-WEB-3,HFSNE121-037022,Integration Staging 3,STI3,SSP,172.26.25.214,sti3.kyenroll.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-3,HFSNE121-037022,Integration 3,INT3,SSP,172.26.25.232,int3.kyenroll.chfsinet.ky.gov,,,Int3,,No
Testing,TEST-WEB-3,HFSNE121-037022,System Staging 3,STS3,SSP,172.26.25.233,sts3.kyenroll.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-3,HFSNE121-037022,System 3,SYS3,SSP,172.26.25.234,sys3.kyenroll.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-3,HFSNE121-037022,Security and Accessability Testing,SECU,SSP,172.26.25.235,secu.kyenroll.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-3,HFSNE121-037022,WCM ,SYS3,WCM,172.26.25.35,sys3.kywaiver.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-3,HFSNE121-037022,PMB,SYS3,PMB,172.26.25.52,sys3.kyshop.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-3,HFSNE121-037022,PMB,SYS3,PMB,172.26.25.203,sys3.kyshopping.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-3,HFSNE121-037022,PMB,SYS3,PMB,172.26.37.11,sys3.kyplans.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-3,HFSNE121-037022,PMB,SYS3,PMB,172.26.37.12,sys3.kyissuer.chfsinet.ky.gov,,,,,
Testing,TEST-WEB-3,HFSNE121-037022,System 3,SYS3,KYAGENT,172.26.37.37,sys3.kyagent.chfsinet.ky.gov,,,,,No
Testing,TEST-WEB-3,HFSNE121-037022,,SYS3,FORM1095,172.26.37.44,sys3.form1095.chfsinet.ky.gov,,,,,
Testing,TEST-APP-1,HFSNE121-037023,Integration Staging 1,STI1,WP,172.26.25.182,sti1.kyserve.chfsinet.ky.gov,,,,,No
Testing,TEST-APP-1,HFSNE121-037023,Integration 1,INT1,WP,172.26.25.183,int1.kyserve.chfsinet.ky.gov,,,Int1,,No
Testing,TEST-APP-1,HFSNE121-037023,System Staging 1,STS1,WP,172.26.25.184,sts1.kyserve.chfsinet.ky.gov,,,,,No
Testing,TEST-APP-1,HFSNE121-037023,System 1,SYS1,WP,172.26.25.185,sys1.kyserve.chfsinet.ky.gov,,,,,No
Testing,TEST-APP-1,HFSNE121-037023,System 1,SYS1,PMB,172.26.25.221,sys1.kyshopwp.chfsinet.ky.gov,,,,,
Testing,TEST-APP-1,HFSNE121-037023,Security and Accessability Testing,SECU,WP,172.26.25.186,secu.kyserve.chfsinet.ky.gov,,,,,No
Testing,TEST-APP-2,HFSNE121-037024,Integration Staging 2,STI2,WP,172.26.25.236,sti2.kyserve.chfsinet.ky.gov,,,,,No
Testing,TEST-APP-2,HFSNE121-037024,Integration 2,INT2,WP,172.26.25.237,int2.kyserve.chfsinet.ky.gov,,,Int2,,No
Testing,TEST-APP-2,HFSNE121-037024,System Staging 2,STS2,WP,172.26.25.238,sts2.kyserve.chfsinet.ky.gov,,,,,No
Testing,TEST-APP-2,HFSNE121-037024,System 2,SYS2,WP,172.26.25.239,sys2.kyserve.chfsinet.ky.gov,,,,,No
Testing,TEST-APP-2,HFSNE121-037024,System 2,SYS2,PMB,172.26.25.54,sys2.kyshopwp.chfsinet.ky.gov,,,,,No
Testing,TEST-APP-3,HFSNE121-037025,Integration Staging 3,STI3,WP,172.26.25.241,sti3.kyserve.chfsinet.ky.gov,,,,,No
Testing,TEST-APP-3,HFSNE121-037025,Integration 3,INT3,WP,172.26.25.242,int3.kyserve.chfsinet.ky.gov,,,Int3,,No
Testing,TEST-APP-3,HFSNE121-037025,System Staging 3,STS3,WP,172.26.25.243,sts3.kyserve.chfsinet.ky.gov,,,,,No
Testing,TEST-APP-3,HFSNE121-037025,System 3,SYS3,WP,172.26.25.244,sys3.kyserve.chfsinet.ky.gov,,,,,No
Testing,TEST-BIZTALK-1,HFSSD121-03714,Testing BizTalk Environment,TSBT,BizTalk,,,,,,,No
Testing,TEST-BIZTALK-2,HFSSD121-03715,Testing BizTalk Environment,TSBT,BizTalk,,,,,,,No
Testing,TEST-FORMS-1,HFSNE121-037026,Integration Staging 1,STI1,HP Exstream,172.26.25.187,sti1.kyforms.chfsinet.ky.gov,,,,,No
Testing,TEST-FORMS-1,HFSNE121-037026,Integration 1,INT1,HP Exstream,172.26.25.188,int1.kyforms.chfsinet.ky.gov,,,Int1,,No
Testing,TEST-FORMS-1,HFSNE121-037026,System Staging 1,STS1,HP Exstream,172.26.25.189,sts1.kyforms.chfsinet.ky.gov,,,,,No
Testing,TEST-FORMS-1,HFSNE121-037026,System 1,SYS1,HP Exstream,172.26.25.190,sys1.kyforms.chfsinet.ky.gov,,,,,No
Testing,TEST-FORMS-1,HFSNE121-037026,Integration Staging 3,STI3,HP Exstream,172.26.25.85,sti3.kyforms.chfsinet.ky.gov,,,,,No
Testing,TEST-FORMS-1,HFSNE121-037026,Integration 3,INT3,HP Exstream,172.26.25.86,int3.kyforms.chfsinet.ky.gov,,,Int3,,No
Testing,TEST-FORMS-1,HFSNE121-037026,Security and Accessability Testing,SECU,HP Exstream,172.26.25.87,secu.kyforms.chfsinet.ky.gov,,,,,No
Testing,TEST-FORMS-2,HFSNE121-037027,Integration Staging 2,STI2,HP Exstream,172.26.25.250,sti2.kyforms.chfsinet.ky.gov,,,,,No
Testing,TEST-FORMS-2,HFSNE121-037027,Integration 2,INT2,HP Exstream,172.26.25.251,int2.kyforms.chfsinet.ky.gov,,,Int2,,No
